trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
1_10_14_merged_102030499,12:26:30,12:26:30,LSL2D,19,,1,,53.71
1_10_14_merged_102030499,12:27:00,12:27:00,LSL3D,20,,1,,54.14
1_10_14_merged_102030499,12:29:00,12:29:00,LSL13D,21,,1,,54.71
1_10_14_merged_102030499,12:31:00,12:31:00,LSL4D,22,,1,,55.13
1_10_14_merged_102030499,12:34:00,12:34:00,LSL5D,23,,1,,55.94
1_10_14_merged_102030499,12:35:00,12:35:00,LSL14D,24,,1,,56.2
1_10_14_merged_102030499,12:37:00,12:37:00,MTL1B,25,,,,56.9
1_10_14_merged_102030499,12:50:00,12:50:00,MTL46A,26,,,,66.02
1_14_1_merged_102030493,09:40:00,09:40:00,ORM11D,1,,,,
1_14_1_merged_102030493,09:46:00,09:46:00,ORM4D,2,,,,2.18
1_14_1_merged_102030493,09:52:00,09:52:00,ORM10D,3,,,,7.73
1_14_1_merged_102030493,09:53:00,09:53:00,TSS5D,4,,,,9.05
1_14_1_merged_102030493,10:03:00,10:03:00,HOW3D,5,,,,17.36
1_14_1_merged_102030493,10:08:00,10:08:00,TSS17D,6,,,,22.07
1_14_1_merged_102030493,10:12:00,10:12:00,SPC8D,7,,,,24.48
1_14_1_merged_102030493,10:14:00,10:14:00,SMN19D,8,,,,27.17
1_14_1_merged_102030493,10:17:00,10:17:00,SMN22D,9,,,,29.0
1_14_1_merged_102030493,10:21:00,10:21:00,MER1A,10,,,,33.96
1_14_1_merged_102030493,10:25:00,10:25:00,MER2A,11,,,,34.96
1_14_1_merged_102030493,10:30:00,10:30:00,MER6A,12,,,,36.28
1_14_1_merged_102030493,10:32:00,10:32:00,MER7C,13,,,,39.76
1_14_1_merged_102030493,10:39:00,10:39:00,CHT3A,14,,1,,43.63
1_14_1_merged_102030493,10:44:00,10:44:00,KAH1A,15,,1,,47.48
1_14_1_merged_102030493,10:50:00,10:50:00,LSL10D,16,,1,,52.5
1_14_1_merged_102030493,10:50:30,10:50:30,LSL11A,17,,1,,52.87
1_14_1_merged_102030493,10:51:00,10:51:00,LSL12D,18,,1,,53.35
1_14_1_merged_102030493,10:51:30,10:51:30,LSL2D,19,,1,,53.71
1_14_1_merged_102030493,10:52:00,10:52:00,LSL3D,20,,1,,54.14
1_14_1_merged_102030493,10:54:00,10:54:00,LSL13D,21,,1,,54.71
1_14_1_merged_102030493,10:56:00,10:56:00,LSL4D,22,,1,,55.13
1_14_1_merged_102030493,10:59:00,10:59:00,LSL5D,23,,1,,55.94
1_14_1_merged_102030493,11:00:00,11:00:00,LSL14D,24,,1,,56.2
1_14_1_merged_102030493,11:02:00,11:02:00,MTL1B,25,,1,,56.9
1_14_1_merged_102030493,11:09:00,11:09:00,LSL46B,26,,,,59.5
1_10_16_merged_102030472,20:10:00,20:10:00,ORM11D,1,,,,
1_10_16_merged_102030472,20:16:00,20:16:00,ORM4D,2,,,,2.18
1_10_16_merged_102030472,20:22:00,20:22:00,ORM10D,3,,,,7.73
1_10_16_merged_102030472,20:23:00,20:23:00,TSS5D,4,,,,9.05
1_10_16_merged_102030472,20:33:00,20:33:00,HOW3D,5,,,,17.36
1_10_16_merged_102030472,20:38:00,20:38:00,TSS17D,6,,,,22.07
1_10_16_merged_102030472,20:42:00,20:42:00,SPC8D,7,,,,24.48
1_10_16_merged_102030472,20:44:00,20:44:00,SMN19D,8,,,,27.17
1_10_16_merged_102030472,20:47:00,20:47:00,SMN22D,9,,,,29.0
1_10_16_merged_102030472,20:51:00,20:51:00,MER1A,10,,,,33.96
1_10_16_merged_102030472,20:55:00,20:55:00,MER2A,11,,,,34.96
1_10_16_merged_102030472,21:00:00,21:00:00,MER6A,12,,,,36.28
1_10_16_merged_102030472,21:02:00,21:02:00,MER7C,13,,,,39.76
1_10_16_merged_102030472,21:09:00,21:09:00,CHT3A,14,,1,,43.63
1_10_16_merged_102030472,21:14:00,21:14:00,KAH1A,15,,1,,47.48
1_10_16_merged_102030472,21:20:00,21:20:00,LSL10D,16,,1,,52.5
1_10_16_merged_102030472,21:20:30,21:20:30,LSL11A,17,,1,,52.87
1_10_16_merged_102030472,21:21:00,21:21:00,LSL12D,18,,1,,53.35
1_10_16_merged_102030472,21:21:30,21:21:30,LSL2D,19,,1,,53.71
1_10_16_merged_102030472,21:22:00,21:22:00,LSL3D,20,,1,,54.14
1_10_16_merged_102030472,21:24:00,21:24:00,LSL13D,21,,1,,54.71
1_10_16_merged_102030472,21:26:00,21:26:00,LSL4D,22,,1,,55.13
1_10_16_merged_102030472,21:29:00,21:29:00,LSL5D,23,,1,,55.94
1_10_16_merged_102030472,21:30:00,21:30:00,LSL14D,24,,1,,56.2
1_10_16_merged_102030472,21:32:00,21:32:00,MTL1B,25,,,,56.9
1_10_16_merged_102030472,21:45:00,21:45:00,MTL46A,26,,,,66.02
1_2_21_merged_102030422,18:25:00,18:25:00,ORM11D,1,,,,
1_2_21_merged_102030422,18:31:00,18:31:00,ORM4D,2,,,,2.18
1_2_21_merged_102030422,18:37:00,18:37:00,ORM10D,3,,,,7.73
1_2_21_merged_102030422,18:38:00,18:38:00,TSS5D,4,,,,9.05
1_2_21_merged_102030422,18:48:00,18:48:00,HOW3D,5,,,,17.36
1_2_21_merged_102030422,18:53:00,18:53:00,TSS17D,6,,,,22.07
1_2_21_merged_102030422,18:57:00,18:57:00,SPC8D,7,,,,24.48
1_2_21_merged_102030422,18:59:00,18:59:00,SMN19D,8,,,,27.17
1_2_21_merged_102030422,19:02:00,19:02:00,SMN22D,9,,,,29.0
1_2_21_merged_102030422,19:06:00,19:06:00,MER1A,10,,,,33.96
1_2_21_merged_102030422,19:10:00,19:10:00,MER2A,11,,,,34.96
1_2_21_merged_102030422,19:15:00,19:15:00,MER6A,12,,,,36.28
1_2_21_merged_102030422,19:17:00,19:17:00,MER7C,13,,,,39.76
1_2_21_merged_102030422,19:24:00,19:24:00,CHT3A,14,,1,,43.63
1_2_21_merged_102030422,19:29:00,19:29:00,KAH1A,15,,1,,47.48
1_2_21_merged_102030422,19:35:00,19:35:00,LSL10D,16,,1,,52.5
1_2_21_merged_102030422,19:35:30,19:35:30,LSL11A,17,,1,,52.87
1_2_21_merged_102030422,19:36:00,19:36:00,LSL12D,18,,1,,53.35
1_2_21_merged_102030422,19:36:30,19:36:30,LSL2D,19,,1,,53.71
1_2_21_merged_102030422,19:37:00,19:37:00,LSL3D,20,,1,,54.14
1_2_21_merged_102030422,19:39:00,19:39:00,LSL13D,21,,1,,54.71
1_2_21_merged_102030422,19:41:00,19:41:00,LSL4D,22,,1,,55.13
1_2_21_merged_102030422,19:44:00,19:44:00,LSL5D,23,,1,,55.94
1_2_21_merged_102030422,19:45:00,19:45:00,LSL14D,24,,1,,56.2
1_2_21_merged_102030422,19:47:00,19:47:00,MTL1B,25,,,,56.9
1_2_10_merged_102030487,06:40:00,06:40:00,ORM11D,1,,,,
1_2_10_merged_102030487,06:46:00,06:46:00,ORM4D,2,,,,2.18
1_2_10_merged_102030487,06:52:00,06:52:00,ORM10D,3,,,,7.73
1_2_10_merged_102030487,06:53:00,06:53:00,TSS5D,4,,,,9.05
1_2_10_merged_102030487,07:03:00,07:03:00,HOW3D,5,,,,17.36
1_2_10_merged_102030487,07:08:00,07:08:00,TSS17D,6,,,,22.07
1_2_10_merged_102030487,07:12:00,07:12:00,SPC8D,7,,,,24.48
1_2_10_merged_102030487,07:14:00,07:14:00,SMN19D,8,,,,27.17
1_2_10_merged_102030487,07:17:00,07:17:00,SMN22D,9,,,,29.0
1_2_10_merged_102030487,07:21:00,07:21:00,MER1A,10,,,,33.96
1_2_10_merged_102030487,07:25:00,07:25:00,MER2A,11,,,,34.96
1_2_10_merged_102030487,07:30:00,07:30:00,MER6A,12,,,,36.28
1_2_10_merged_102030487,07:32:00,07:32:00,MER7C,13,,,,39.76
1_2_10_merged_102030487,07:39:00,07:39:00,CHT3A,14,,1,,43.63
1_2_10_merged_102030487,07:44:00,07:44:00,KAH1A,15,,1,,47.48
1_2_10_merged_102030487,07:50:00,07:50:00,LSL10D,16,,1,,52.5
1_2_10_merged_102030487,07:50:30,07:50:30,LSL11A,17,,1,,52.87
1_2_10_merged_102030487,07:51:00,07:51:00,LSL12D,18,,1,,53.35
1_2_10_merged_102030487,07:51:30,07:51:30,LSL2D,19,,1,,53.71
1_2_10_merged_102030487,07:52:00,07:52:00,LSL3D,20,,1,,54.14
1_2_10_merged_102030487,07:54:00,07:54:00,LSL13D,21,,1,,54.71
1_2_10_merged_102030487,07:56:00,07:56:00,LSL4D,22,,1,,55.13
1_2_10_merged_102030487,07:59:00,07:59:00,LSL5D,23,,1,,55.94
1_2_10_merged_102030487,08:00:00,08:00:00,LSL14D,24,,1,,56.2
1_2_10_merged_102030487,08:02:00,08:02:00,MTL1B,25,,,,56.9
1_12_3_merged_102030498,05:30:00,05:30:00,ORM11D,1,,,,
1_12_3_merged_102030498,05:36:00,05:36:00,ORM4D,2,,,,2.18
1_12_3_merged_102030498,05:42:00,05:42:00,ORM10D,3,,,,7.73
1_12_3_merged_102030498,05:43:00,05:43:00,TSS5D,4,,,,9.05
1_12_3_merged_102030498,05:53:00,05:53:00,HOW3D,5,,,,17.36
1_12_3_merged_102030498,05:58:00,05:58:00,TSS17D,6,,,,22.07
1_12_3_merged_102030498,06:02:00,06:02:00,SPC8D,7,,,,24.48
1_12_3_merged_102030498,06:04:00,06:04:00,SMN19D,8,,,,27.17
1_12_3_merged_102030498,06:07:00,06:07:00,SMN22D,9,,,,29.0
1_12_3_merged_102030498,06:11:00,06:11:00,MER1A,10,,,,33.96
1_12_3_merged_102030498,06:15:00,06:15:00,MER2A,11,,,,34.96
1_12_3_merged_102030498,06:20:00,06:20:00,MER6A,12,,,,36.28
1_12_3_merged_102030498,06:22:00,06:22:00,MER7C,13,,,,39.76
1_12_3_merged_102030498,06:29:00,06:29:00,CHT3A,14,,1,,43.63
1_12_3_merged_102030498,06:34:00,06:34:00,KAH1A,15,,1,,47.48
1_12_3_merged_102030498,07:02:00,07:02:00,MTL46A,16,,,,63.48
1_2_18_merged_102030446,15:55:00,15:55:00,ORM11D,1,,,,
1_2_18_merged_102030446,16:01:00,16:01:00,ORM4D,2,,,,2.18
1_2_18_merged_102030446,16:07:00,16:07:00,ORM10D,3,,,,7.73
1_2_18_merged_102030446,16:08:00,16:08:00,TSS5D,4,,,,9.05
1_2_18_merged_102030446,16:18:00,16:18:00,HOW3D,5,,,,17.36
1_2_18_merged_102030446,16:23:00,16:23:00,TSS17D,6,,,,22.07
1_2_18_merged_102030446,16:27:00,16:27:00,SPC8D,7,,,,24.48
1_2_18_merged_102030446,16:29:00,16:29:00,SMN19D,8,,,,27.17
1_2_18_merged_102030446,16:32:00,16:32:00,SMN22D,9,,,,29.0
1_2_18_merged_102030446,16:36:00,16:36:00,MER1A,10,,,,33.96
1_2_18_merged_102030446,16:40:00,16:40:00,MER2A,11,,,,34.96
1_2_18_merged_102030446,16:45:00,16:45:00,MER6A,12,,,,36.28
1_2_18_merged_102030446,16:47:00,16:47:00,MER7C,13,,,,39.76
1_2_18_merged_102030446,16:54:00,16:54:00,CHT3A,14,,1,,43.63
1_2_18_merged_102030446,16:59:00,16:59:00,KAH1A,15,,1,,47.48
1_2_18_merged_102030446,17:05:00,17:05:00,LSL10D,16,,1,,52.5
1_2_18_merged_102030446,17:05:30,17:05:30,LSL11A,17,,1,,52.87
1_2_18_merged_102030446,17:06:00,17:06:00,LSL12D,18,,1,,53.35
1_2_18_merged_102030446,17:06:30,17:06:30,LSL2D,19,,1,,53.71
1_2_18_merged_102030446,17:07:00,17:07:00,LSL3D,20,,1,,54.14
1_2_18_merged_102030446,17:09:00,17:09:00,LSL13D,21,,1,,54.71
1_2_18_merged_102030446,17:11:00,17:11:00,LSL4D,22,,1,,55.13
1_2_18_merged_102030446,17:14:00,17:14:00,LSL5D,23,,1,,55.94
1_2_18_merged_102030446,17:15:00,17:15:00,LSL14D,24,,1,,56.2
1_2_18_merged_102030446,17:17:00,17:17:00,MTL1B,25,,,,56.9
1_2_21_merged_102030468,18:25:00,18:25:00,ORM11D,1,,,,
1_2_21_merged_102030468,18:31:00,18:31:00,ORM4D,2,,,,2.18
1_2_21_merged_102030468,18:37:00,18:37:00,ORM10D,3,,,,7.73
1_2_21_merged_102030468,18:38:00,18:38:00,TSS5D,4,,,,9.05
1_2_21_merged_102030468,18:48:00,18:48:00,HOW3D,5,,,,17.36
1_2_21_merged_102030468,18:53:00,18:53:00,TSS17D,6,,,,22.07
1_2_21_merged_102030468,18:57:00,18:57:00,SPC8D,7,,,,24.48
1_2_21_merged_102030468,18:59:00,18:59:00,SMN19D,8,,,,27.17
1_2_21_merged_102030468,19:02:00,19:02:00,SMN22D,9,,,,29.0
1_2_21_merged_102030468,19:06:00,19:06:00,MER1A,10,,,,33.96
1_2_21_merged_102030468,19:10:00,19:10:00,MER2A,11,,,,34.96
1_2_21_merged_102030468,19:15:00,19:15:00,MER6A,12,,,,36.28
1_2_21_merged_102030468,19:17:00,19:17:00,MER7C,13,,,,39.76
1_2_21_merged_102030468,19:24:00,19:24:00,CHT3A,14,,1,,43.63
1_2_21_merged_102030468,19:29:00,19:29:00,KAH1A,15,,1,,47.48
1_2_21_merged_102030468,19:35:00,19:35:00,LSL10D,16,,1,,52.5
1_2_21_merged_102030468,19:35:30,19:35:30,LSL11A,17,,1,,52.87
1_2_21_merged_102030468,19:36:00,19:36:00,LSL12D,18,,1,,53.35
1_2_21_merged_102030468,19:36:30,19:36:30,LSL2D,19,,1,,53.71
1_2_21_merged_102030468,19:37:00,19:37:00,LSL3D,20,,1,,54.14
1_2_21_merged_102030468,19:39:00,19:39:00,LSL13D,21,,1,,54.71
1_2_21_merged_102030468,19:41:00,19:41:00,LSL4D,22,,1,,55.13
1_2_21_merged_102030468,19:44:00,19:44:00,LSL5D,23,,1,,55.94
1_2_21_merged_102030468,19:45:00,19:45:00,LSL14D,24,,1,,56.2
1_2_21_merged_102030468,19:47:00,19:47:00,MTL1B,25,,,,56.9
1_11_2_merged_102030503,17:10:00,17:10:00,LSL46D,1,,,,
1_11_2_merged_102030503,17:15:00,17:15:00,MTL1B,2,,,,2.6
1_11_2_merged_102030503,17:17:00,17:17:00,LSL14B,3,,,1,3.29
1_11_2_merged_102030503,17:18:00,17:18:00,LSL5B,4,,,1,3.56
1_11_2_merged_102030503,17:21:00,17:21:00,LSL4B,5,,,1,4.37
1_11_2_merged_102030503,17:23:00,17:23:00,LSL13B,6,,,1,4.78
1_11_2_merged_102030503,17:25:00,17:25:00,LSL3B,7,,,1,5.36
1_11_2_merged_102030503,17:26:00,17:26:00,LSL2B,8,,,1,5.79
1_11_2_merged_102030503,17:26:30,17:26:30,LSL12B,9,,,1,6.15
1_11_2_merged_102030503,17:27:00,17:27:00,LSL11B,10,,,1,6.63
1_11_2_merged_102030503,17:27:30,17:27:30,LSL10C,11,,,1,7.0
1_11_2_merged_102030503,17:30:00,17:30:00,KAH1B,12,,,,11.98
1_11_2_merged_102030503,17:37:00,17:37:00,CHT3C,13,,,,15.82
1_11_2_merged_102030503,17:44:00,17:44:00,MER7C,14,,,,19.69
1_11_2_merged_102030503,17:45:00,17:45:00,MER6C,15,,,,23.18
1_11_2_merged_102030503,17:50:00,17:50:00,MER2C,16,,,,24.5
1_11_2_merged_102030503,17:54:00,17:54:00,MER1C,17,,,,25.49
1_11_2_merged_102030503,17:57:00,17:57:00,SMN22B,18,,,,30.46
1_11_2_merged_102030503,17:58:00,17:58:00,SMN19B,19,,,,32.28
1_11_2_merged_102030503,18:02:00,18:02:00,SPC8B,20,,,,34.98
1_5_4_merged_102030476,16:07:00,16:07:00,MTL46A,1,,,,
1_5_4_merged_102030476,16:35:00,16:35:00,KAH1B,2,,,,15.95
1_5_4_merged_102030476,16:42:00,16:42:00,CHT3C,3,,,,19.8
1_5_4_merged_102030476,16:49:00,16:49:00,MER7C,4,,,,23.67
1_5_4_merged_102030476,16:51:00,16:51:00,MER6C,5,,,,27.15
1_5_4_merged_102030476,16:55:00,16:55:00,MER2C,6,,,,28.47
1_5_4_merged_102030476,16:59:00,16:59:00,MER1C,7,,,,29.47
1_5_4_merged_102030476,17:02:00,17:02:00,SMN22B,8,,,,34.43
1_5_4_merged_102030476,17:03:00,17:03:00,SMN19B,9,,,,36.26
1_5_4_merged_102030476,17:07:00,17:07:00,SPC8B,10,,,,38.95
1_4_9_merged_102030475,07:12:00,07:12:00,SPC8D,1,,,,
1_4_9_merged_102030475,07:14:00,07:14:00,SMN19D,2,,,,2.69
1_4_9_merged_102030475,07:17:00,07:17:00,SMN22D,3,,,,4.52
1_4_9_merged_102030475,07:21:00,07:21:00,MER1A,4,,,,9.48
1_4_9_merged_102030475,07:25:00,07:25:00,MER2A,5,,,,10.48
1_4_9_merged_102030475,07:30:00,07:30:00,MER6A,6,,,,11.8
1_4_9_merged_102030475,07:32:00,07:32:00,MER7C,7,,,,15.28
1_4_9_merged_102030475,07:39:00,07:39:00,CHT3A,8,,1,,19.15
1_4_9_merged_102030475,07:44:00,07:44:00,KAH1A,9,,1,,23.0
1_4_9_merged_102030475,08:12:00,08:12:00,MTL46A,10,,,,39.01
1_16_1,06:39:00,06:39:00,SPC8D,1,,,,
1_16_1,06:41:00,06:41:00,SMN19D,2,,,,2.69
1_16_1,06:44:00,06:44:00,SMN22D,3,,,,4.52
1_16_1,06:48:00,06:48:00,MER1A,4,,,,9.48
1_16_1,06:52:00,06:52:00,MER2A,5,,,,10.48
1_16_1,06:57:00,06:57:00,MER6A,6,,,,11.8
1_16_1,06:59:00,06:59:00,MER7C,7,,,,15.28
1_16_1,07:06:00,07:06:00,CHT3A,8,,1,,19.15
1_16_1,07:11:00,07:11:00,KAH1A,9,,1,,23.0
1_16_1,07:18:00,07:18:00,LSL10D,10,,1,,28.02
1_16_1,07:36:00,07:36:00,LSL46B,11,,,,32.12
